Name,Mw,Omega,Tc,Pc,Vc,Zc,Tm,Tb,Ttr,Ptr,Vliq,SolPar,,,,,,,,,,,,,,,,,
METHYL,IODIDE,"141,939","0,1972",528,"72,736","0,185","0,311","206,7","315,58","206,7","2,51E-03","1,6187","20,1796",,,,,,,,,,,,,,,,
ETHYL,IODIDE,"155,966","0,2144",561,"59,117","0,238","0,306","162,05","345,45","162,05","1,72E-06","1,9095","18,9643",,,,,,,,,,,,,,,,
ISOPROPYL,IODIDE,"169,993","0,238",578,"50,53","0,29","0,309","183,15","362,65","183,15","7,74E-06","1,9498","17,7838",,,,,,,,,,,,,,,,
n-PROPYL,IODIDE,"169,993","0,2578",593,"49,642","0,29","0,296","171,85","375,6","171,85","8,03E-07","2,0398","18,3288",,,,,,,,,,,,,,,,
IODOBENZENE,"204,01","0,2466","721,15","44,6","0,351","0,265","241,83","461,6","241,83","1,16E-05","1,12E-01","20,4462",,,,,,,,,,,,,,,,,
CARBON,TETRAFLUORIDE,"88,005","0,1791","227,5","36,911","0,14","0,277","89,56","145,09","89,56","1,08E-03",0,"13,86",,,,,,,,,,,,,,,,
TRIFLUOROMETHANE,"70,014","0,264","299,3","47,945","0,133","0,26","117,97","190,99","117,97","6,00E-04","4,86E-02","17,68",,,,,,,,,,,,,,,,,
DIFLUOROMETHANE,"52,024","0,2727","351,6","57,538","0,121","0,241",137,"221,5",137,"5,29E-04","4,28E-02","20,6674",,,,,,,,,,,,,,,,,
METHYL,FLUORIDE,"34,033","0,198","317,42","57,983","0,113","0,252","131,35","194,82","131,35","4,27E-03","1,8507","20,2005",,,,,,,,,,,,,,,,
TETRAFLUOROETHYLENE,"100,016","0,2265","306,45","38,924","0,172","0,266",142,"197,51",142,"1,15E-02","6,58E-02","15,2023",,,,,,,,,,,,,,,,,
HEXAFLUOROETHANE,"138,012","0,2491","292,8","29,41","0,224","0,274","173,1","194,95","173,1","2,67E-01","8,63E-02","12,9515",,,,,,,,,,,,,,,,,
PENTAFLUOROETHANE,"120,022","0,3026","339,19","35,48","0,2101","0,268","170,15","225,15","170,15","2,54E-02","7,88E-02","14,9697",,,,,,,,,,,,,,,,,
"1,1-DIFLUOROETHYLENE","64,035","0,1362","302,8","44,017","0,154","0,273","129,15","187,5","129,15","3,76E-03","5,63E-02","15,7211",,,,,,,,,,,,,,,,,
"1,1,1,2-TETRAFLUOROETHANE","102,031","0,3267","374,3","40,109","0,201","0,262","172,15","247,15","172,15","5,66E-03","7,42E-02","16,5189",,,,,,,,,,,,,,,,,
"1,1,2,2-TETRAFLUOROETHANE","102,031","0,266","391,8","45,793","0,191","0,272",0,"250,15",0,"0,00E+00","7,90E-02","14,3798",,,,,,,,,,,,,,,,,
VINYL,FLUORIDE,"46,044","0,1429","327,8","51,715","0,144","0,277","112,65","200,95","112,65","5,17E-05","1,4299","16,6683",,,,,,,,,,,,,,,,
"1,1,1-TRIFLUOROETHANE","84,041","0,2565","346,25","37,09","0,194","0,253","161,82","225,75","161,82","1,12E-02","7,16E-02","15,5797",,,,,,,,,,,,,,,,,
"1,1-DIFLUOROETHANE","66,051","0,2584","386,44","44,607","0,179","0,252","156,15","247,35","156,15","1,40E-03","6,52E-02","17,0557",,,,,,,,,,,,,,,,,
"1,2-DIFLUOROETHANE","66,051","0,2224",445,"42,832","0,195","0,229",0,"283,65",0,"0,00E+00","6,46E-02","18,4043",,,,,,,,,,,,,,,,,
ETHYL,FLUORIDE,"48,06","0,22","375,31","49,622","0,164","0,264","129,95","235,45","129,95","8,26E-05","1,9394","17,5708",,,,,,,,,,,,,,,,
HEXAFLUOROPROPYLENE,"150,023","0,2046",368,"28,621","0,268","0,254","116,65","243,55","116,65","8,60E-07","9,74E-02","13,7607",,,,,,,,,,,,,,,,,
OCTAFLUOROPROPANE,"188,02","0,3267","345,05","26,45","0,299","0,279","125,46","236,404","125,46","3,98E-05","1,17E-01","12,3204",,,,,,,,,,,,,,,,,
OCTAFLUORO-2-BUTENE,"200,031","0,2922",392,"22,995","0,347","0,248","138,15","270,358","138,15","1,24E-05","1,29E-01","12,3618",,,,,,,,,,,,,,,,,
OCTAFLUOROCYCLOBUTANE,"200,031","0,3558","388,37","27,412","0,3248","0,279","232,96","267,17","232,96","1,88E-01","1,24E-01","13,0193",,,,,,,,,,,,,,,,,
DECAFLUOROBUTANE,"238,028","0,3715","386,35","22,926","0,397","0,287","144,95","271,145","144,95","2,14E-05","1,49E-01","11,7826",,,,,,,,,,,,,,,,,
HEXAFLUOROBENZENE,"186,056","0,3953","516,73","32,3","0,335","0,255","278,25","353,41","278,25","3,88E-02","1,16E-01","16,9165",,,,,,,,,,,,,,,,,
FLUOROBENZENE,"96,104","0,2472","560,09","44,91","0,269","0,263","230,94","357,884","230,94","1,49E-03","9,43E-02","18,4413",,,,,,,,,,,,,,,,,
BENZOTRIFLUORIDE,"146,112","0,2998","559,9","31,68","0,356","0,245","244,14","375,2","244,14","1,30E-03","1,24E-01","16,8796",,,,,,,,,,,,,,,,,
BROMOCHLORODIFLUOROMETHANE,"165,365","0,187","426,15","41,98","0,246","0,295","113,65","269,14","113,65","6,57E-08","8,65E-02","15,26",,,,,,,,,,,,,,,,,
BROMOTRICHLOROMETHANE,"198,273","0,192",606,"49,05","0,284","0,28","252,15","378,05","252,15","3,52E-03","9,94E-02","18,32",,,,,,,,,,,,,,,,,
BROMOTRIFLUOROMETHANE,"148,91","0,1704","340,15","39,181","0,2","0,281","105,15","215,26","105,15","8,45E-06","7,47E-02","14,46",,,,,,,,,,,,,,,,,
DIBROMODIFLUOROMETHANE,"209,816","0,1085",478,"40,168","0,249","0,255","163,05","295,94","163,05","6,49E-05","9,17E-02","15,39",,,,,,,,,,,,,,,,,
CHLOROTRIFLUOROMETHANE,"104,459","0,1717",302,"38,194","0,1803","0,278","92,15","191,74","92,15","3,68E-06","6,86E-02","14,28",,,,,,,,,,,,,,,,,
DICHLORODIFLUOROMETHANE,"120,913","0,1797","384,95","40,711","0,217","0,28","115,15","243,36","115,15","1,67E-06","8,13E-02","15,01",,,,,,,,,,,,,,,,,
TRICHLOROFLUOROMETHANE,"137,368","0,1894","471,2","43,504","0,248","0,279","162,04","296,97","162,04","5,78E-05","9,28E-02","15,58",,,,,,,,,,,,,,,,,
CHLORODIFLUOROMETHANE,"86,468","0,2192","369,3","49,06","0,166","0,269","115,73","232,32","115,73","2,54E-06","6,12E-02","17,38",,,,,,,,,,,,,,,,,
DICHLOROFLUOROMETHANE,"102,923","0,2048","451,58","51,162","0,196","0,271","138,15","282,05","138,15","1,72E-06","7,32E-02","17,57",,,,,,,,,,,,,,,,,
BROMOCHLOROMETHANE,"129,384","0,2204",557,"67,209","0,188","0,276","185,2","341,2","185,2","2,62E-05","6,72E-02","21,4242",,,,,,,,,,,,,,,,,
BROMOTRIFLUOROETHYLENE,"160,921","0,1754",432,"44,214","0,239","0,298",0,"270,65",0,"0,00E+00","8,30E-02","15,6436",,,,,,,,,,,,,,,,,
"1,2-DIBROMOTETRAFLUOROETHANE","259,824","0,2504","487,8","33,486","0,341","0,285","162,65","320,41","162,65","1,03E-05","1,20E-01","14,5795",,,,,,,,,,,,,,,,,
CHLOROTRIFLUOROETHYLENE,"116,47","0,2641","379,15",40,"0,212","0,273",115,"245,3",115,"2,72E-07","7,94E-02","15,6035",,,,,,,,,,,,,,,,,
CHLOROPENTAFLUOROETHANE,"154,467","0,2514","353,15","31,157","0,252","0,271","173,71","234,04","173,71","2,16E-02","9,97E-02","13,2065",,,,,,,,,,,,,,,,,
"1,1-DICHLOROTETRAFLUOROETHANE","170,921","0,2533","418,55","32,568","0,294","0,279","216,58","276,17","216,58","4,84E-02","1,17E-01","12,7994",,,,,,,,,,,,,,,,,
"1,2-DICHLOROTETRAFLUOROETHANE","170,921","0,252","418,85","32,174","0,294","0,275","180,62","276,92","180,62","2,33E-03","1,13E-01","13,586",,,,,,,,,,,,,,,,,
"1,1,2-TRICHLOROTRIFLUOROETHANE","187,375","0,2515","487,25","33,654","0,325","0,274","236,92","320,75","236,92","1,83E-02","1,20E-01","14,7347",,,,,,,,,,,,,,,,,
"1,1,1,2-TETRACHLORODIFLUOROETHANE","203,83","0,2561",552,"32,963","0,351","0,255","313,75","364,65","313,75","1,54E-01","1,20E-01","16,5142",,,,,,,,,,,,,,,,,
"1,1,2,2-TETRACHLORODIFLUOROETHANE","203,83","0,2784",551,"32,963","0,351","0,256","299,15",366,"299,15","7,71E-02","1,24E-01","16,42",,,,,,,,,,,,,,,,,
HALOTHANE,"197,382","0,0905",521,"38,687","0,296","0,268",0,"323,35",0,"0,00E+00","1,06E-01","15,8449",,,,,,,,,,,,,,,,,
"2-CHLORO-1,1-DIFLUOROETHYLENE","98,479","0,2191","400,55",44,"0,197","0,264","134,65","254,55","134,65","2,37E-05","7,35E-02","16,46",,,,,,,,,,,,,,,,,
"2-CHLORO-1,1,1,2-TETRAFLUOROETHANE","136,476","0,2735","395,65","34,937","0,246","0,265",155,"261,05",155,"2,87E-04","1,01E-01","13,1269",,,,,,,,,,,,,,,,,
"1,1-DICHLORO-2,2,2-TRIFLUOROETHANE","152,931","0,2825","456,86","36,176","0,275","0,265",195,"301,05",195,"1,62E-03","1,04E-01","15,0608",,,,,,,,,,,,,,,,,
"1,2-DICHLORO-1,1,2-TRIFLUOROETHANE","152,931","0,241","461,6","35,628","0,278","0,262","195,15","301,15","195,15","1,94E-03","1,04E-01","14,8668",,,,,,,,,,,,,,,,,
"1,1,1-TRICHLOROFLUOROETHANE","151,394","0,2501",565,"39,378","0,294","0,25",0,366,0,"0,00E+00","9,61E-02","18,4206",,,,,,,,,,,,,,,,,
"1-CHLORO-1,1-DIFLUOROETHANE","100,495","0,2368","410,2","40,7","0,231","0,279","142,35","263,14","142,35","1,19E-04","8,37E-02","15,5584",,,,,,,,,,,,,,,,,
"1,1-DICHLORO-1-FLUOROETHANE","116,95","0,2432","477,3","43,425","0,254","0,282","169,65","305,15","169,65","1,46E-04","9,50E-02","15,6646",,,,,,,,,,,,,,,,,
"2,4-DICHLOROBENZOTRIFLUORIDE","215,001","0,4344",646,"27,733","0,443","0,232","247,55","450,65","247,55","1,90E-05","1,44E-01","18,4055",,,,,,,,,,,,,,,,,
p-CHLOROBENZOTRIFLUORIDE,"180,557","0,3727",601,"29,706","0,399","0,24","237,15","412,15","237,15","9,23E-05","1,47E-01","16,7135",,,,,,,,,,,,,,,,,
METHYLAMINE,"31,057","0,2814","430,05","73,624","0,154","0,321","179,69","266,82","179,69","1,74E-03","4,47E-02","23,1035",,,,,,,,,,,,,,,,,
ETHYLAMINE,"45,084","0,2848","456,15","55,465","0,207","0,307","192,15","289,73","192,15","1,50E-03","6,56E-02","19,4932",,,,,,,,,,,,,,,,,
n-PROPYLAMINE,"59,111","0,2798","496,95","46,78","0,26","0,298","190,15",321,"188,36","1,28E-04","8,28E-02","18,554",,,,,,,,,,,,,,,,,
n-BUTYLAMINE,"73,138","0,3292","531,9","41,451","0,31","0,294","224,05","350,55","224,05","7,69E-04","9,88E-02","18,3104",,,,,,,,,,,,,,,,,
n-PENTYLAMINE,"87,165","0,407",555,"35,332","0,365","0,283","218,15","377,65","218,15","8,19E-05","1,16E-01","17,89",,,,,,,,,,,,,,,,,
n-HEXYLAMINE,"101,192","0,4577",584,"31,384","0,418","0,274","251,85","405,85","251,85","4,22E-04","1,33E-01","17,6285",,,,,,,,,,,,,,,,,
n-HEPTYLAMINE,"115,219","0,5077",607,"28,127","0,471","0,266","254,15","430,05","254,15","1,59E-04","1,49E-01","17,3321",,,,,,,,,,,,,,,,,
n-OCTYLAMINE,"129,246","0,5694",627,"25,463","0,524","0,259","272,75","452,75","272,75","1,86E-04","1,66E-01","17,175",,,,,,,,,,,,,,,,,
n-NONYLAMINE,"143,272","0,6171",648,"23,291","0,577","0,253","273,15","475,35","273,15","5,24E-05","1,82E-01","17,0056",,,,,,,,,,,,,,,,,
n-DECYLAMINE,"157,299","0,6664",663,"21,515","0,629","0,249","288,85","493,65","288,85","5,77E-05","1,99E-01","16,9132",,,,,,,,,,,,,,,,,
UNDECYLAMINE,"171,326","0,7043",682,"19,936","0,682","0,243","288,25","514,75","288,25","1,59E-05","2,15E-01","16,7764",,,,,,,,,,,,,,,,,
n-DODECYLAMINE,"185,353","0,7638",696,"18,554","0,735","0,239","301,47","532,35","301,47","2,20E-05","2,35E-01","16,6258",,,,,,,,,,,,,,,,,
n-TETRADECYLAMINE,"213,407","0,8609",722,"16,383","0,84","0,232","311,34","564,45","311,34","6,56E-06","2,68E-01","16,41",,,,,,,,,,,,,,,,,
DIMETHYLAMINE,"45,084","0,2999","437,2","52,702","0,18","0,264","180,96","280,03","180,96","7,46E-04","6,73E-02","19,0019",,,,,,,,,,,,,,,,,
ISOPROPYLAMINE,"59,111","0,2759","471,85","44,806","0,221","0,256","177,95","304,92","177,95","7,62E-05","8,64E-02","17,3728",,,,,,,,,,,,,,,,,
TRIMETHYLAMINE,"59,111","0,2062","433,25","40,168","0,254","0,287","156,08","276,02","156,08","9,79E-05","9,02E-02","15,1779",,,,,,,,,,,,,,,,,
sec-BUTYLAMINE,"73,138","0,2815","514,3","39,477","0,31","0,29","168,65","336,15","168,65","4,03E-06","1,02E-01","17,2884",,,,,,,,,,,,,,,,,
tert-BUTYLAMINE,"73,138","0,2748","483,9","37,898","0,293","0,28","206,19","317,55","206,19","1,77E-03","1,06E-01","15,7351",,,,,,,,,,,,,,,,,
DIETHYLAMINE,"73,138","0,3039","496,6","36,615","0,301","0,27","223,35","328,6","223,35","3,69E-03","1,04E-01","16,6136",,,,,,,,,,,,,,,,,
ISOBUTYLAMINE,"73,138","0,3627","513,73","41,599","0,3126","0,3085","188,55","340,88","188,55","2,71E-05","1,00E-01","17,6617",,,,,,,,,,,,,,,,,
DIISOPROPYLAMINE,"101,192","0,3883","523,1","31,582","0,418","0,308","176,85","357,05","176,85","4,41E-08","1,42E-01","15,0563",,,,,,,,,,,,,,,,,
DI-n-PROPYLAMINE,"101,192","0,4497",550,"30,989","0,402","0,276","210,15",382,"210,15","3,65E-05","1,37E-01","16,7019",,,,,,,,,,,,,,,,,
TRIETHYLAMINE,"101,192","0,3162","535,15","30,002","0,39","0,266","158,45","361,92","158,45","1,05E-07","1,40E-01","15,167",,,,,,,,,,,,,,,,,
DI-n-BUTYLAMINE,"129,246","0,5296","602,3","25,364","0,512","0,263","211,15",432,"211,15","6,95E-07","1,71E-01","16,5967",,,,,,,,,,,,,,,,,
DIISOBUTYLAMINE,"129,246","0,4854",580,"25,364","0,524","0,279","203,15","412,25","203,15","2,02E-06","1,74E-01","15,3022",,,,,,,,,,,,,,,,,
TRIPROPYLAMINE,"143,272","0,6994","577,5","22,008","0,576","0,268","179,65","429,65","179,65","2,06E-10","1,90E-01","15,1538",,,,,,,,,,,,,,,,,
DIAMYLAMINE,"157,299","0,6767",639,"20,923","0,629","0,251","240,15","476,15","240,15","3,54E-07","2,03E-01","17,1344",,,,,,,,,,,,,,,,,
TRI-n-BUTYLAMINE,"185,353","0,6943",644,"17,765","0,735","0,247",203,"487,15",203,"3,18E-10","2,39E-01","16,0098",,,,,,,,,,,,,,,,,
TRIAMYLAMINE,"227,434","0,8526",660,"14,804","0,893","0,244",0,"516,15",0,"0,00E+00","2,89E-01","15,5999",,,,,,,,,,,,,,,,,
MELAMINE,"126,121","0,6946",1017,"57,834","0,445","0,308","625,15",704,"625,15","1,59E-01","1,81E-01","21,3507",,,,,,,,,,,,,,,,,
PYRIDINE,"79,101","0,2386","619,95","55,564","0,254","0,277","231,53","388,41","231,51","2,03E-04","8,09E-02","21,5673",,,,,,,,,,,,,,,,,
ANILINE,"93,128","0,3775",699,"52,406","0,27","0,247","267,13","457,15","267,13","7,04E-05","9,16E-02","24,1171",,,,,,,,,,,,,,,,,
2-METHYLPYRIDINE,"93,128","0,2784",621,"43,227","0,32","0,271","206,44","402,55","206,44","4,32E-06","9,91E-02","20,0797",,,,,,,,,,,,,,,,,
3-METHYLPYRIDINE,"93,128","0,2706",645,"43,227","0,32","0,261","255,01","417,29","255,01","3,45E-04","9,78E-02","20,7102",,,,,,,,,,,,,,,,,
4-METHYLPYRIDINE,"93,128","0,3021","646,15",46,"0,3256","0,283","276,73","418,5","276,73","1,93E-03","9,81E-02","20,6379",,,,,,,,,,,,,,,,,
m-PHENYLENEDIAMINE,"108,143","0,5432",824,"51,123","0,377","0,285",334,560,334,"1,14E-04","9,77E-02","25,5924",,,,,,,,,,,,,,,,,
o-PHENYLENEDIAMINE,"108,143","0,4935",781,"51,123","0,315","0,251","376,95",525,"376,95","4,31E-03","1,00E-01","24,7501",,,,,,,,,,,,,,,,,
p-PHENYLENEDIAMINE,"108,143","0,539",796,"51,123","0,317","0,248",413,540,413,"1,35E-02","1,02E-01","24,8114",,,,,,,,,,,,,,,,,
PHENYLHYDRAZINE,"108,143","0,5351",761,"48,458","0,418","0,324","292,35","516,65","292,35","1,93E-05","9,88E-02","24,3025",,,,,,,,,,,,,,,,,
BENZYLAMINE,"107,155","0,4087","683,5","42,635","0,373","0,284","227,15","457,65","227,15","7,58E-07","1,09E-01","21,6944",,,,,,,,,,,,,,,,,
"2,6-DIMETHYLPYRIDINE","107,155","0,3502","623,75","37,306","0,316","0,23",267,"417,2",267,"7,58E-04","1,17E-01","19,2924",,,,,,,,,,,,,,,,,
N-METHYLANILINE,"107,155","0,4799","701,55","51,3","0,373","0,332","216,15","469,02","216,15","1,01E-07","1,09E-01","21,6859",,,,,,,,,,,,,,,,,
m-TOLUIDINE,"107,155","0,413","709,15",41,"0,373","0,263","242,75","476,55","242,75","2,20E-06","1,09E-01","22,1044",,,,,,,,,,,,,,,,,
o-TOLUIDINE,"107,155","0,4424","694,15",37,"0,373","0,242","249,47","473,55","249,47","2,12E-06","1,08E-01","22,4926",,,,,,,,,,,,,,,,,
p-TOLUIDINE,"107,155","0,476","693,15","39,477","0,373","0,259","316,9","473,4","316,9","1,72E-03","1,11E-01","21,7387",,,,,,,,,,,,,,,,,
TOLUENEDIAMINE,"122,17","0,5794",804,"43,227","0,376","0,246","371,25","557,15","371,25","7,62E-04","1,17E-01","24,2206",,,,,,,,,,,,,,,,,
"N,N-DIMETHYLANILINE","121,182","0,4032","687,15","35,8","0,465","0,295","275,6","466,69","275,6","1,77E-04","1,28E-01","20,0755",,,,,,,,,,,,,,,,,
N-ETHYLANILINE,"121,182","0,4149","698,55","35,332","0,426","0,263","209,65","476,15","209,65","3,23E-09","1,27E-01","21,305",,,,,,,,,,,,,,,,,
o-ETHYLANILINE,"121,182","0,4631",704,"36,911","0,399","0,255","226,55","482,65","226,55","9,29E-08","1,24E-01","21,3159",,,,,,,,,,,,,,,,,
"2,4,6-TRIMETHYLPYRIDINE","121,182","0,3759",653,"32,865","0,417","0,256",229,444,229,"6,21E-06","1,33E-01","18,9635",,,,,,,,,,,,,,,,,
ISOQUINOLINE,"129,161","0,2885","803,15","49,149","0,403","0,301","299,45","516,4","299,45","1,02E-04","1,18E-01","21,9786",,,,,,,,,,,,,,,,,
QUINOLINE,"129,161","0,3287","782,15","45,991","0,469","0,336","258,25","510,75","258,25","1,28E-06","1,19E-01","21,9399",,,,,,,,,,,,,,,,,
QUINALDINE,"143,188","0,265",773,"29,213","0,49","0,226","272,15","519,75","272,15","1,50E-06","1,36E-01","22,4031",,,,,,,,,,,,,,,,,
"N,N-DIETHYLANILINE","149,236","0,4262",702,"28,127","0,556","0,272","235,15","489,418","235,15","2,43E-07","1,60E-01","18,9125",,,,,,,,,,,,,,,,,
"2,6-DIETHYLANILINE","149,236","0,9538",678,"30,792","0,495","0,274","276,65","508,65","276,65","3,70E-07","1,65E-01","21,8055",,,,,,,,,,,,,,,,,
DIBENZOPYRROLE,"167,21","0,4938",899,"32,174","0,482","0,21","517,95","627,865","517,95","7,32E-02","1,42E-01","20,8236",,,,,,,,,,,,,,,,,
p-AMINODIPHENYL,"169,226","0,5454",817,"32,47","0,539","0,261",326,575,326,"1,79E-05","1,69E-01","20,6599",,,,,,,,,,,,,,,,,
DIPHENYLAMINE,"169,226","0,5297",817,"31,384","0,539","0,252","326,15","575,15","326,15","3,00E-05","1,60E-01","20,4462",,,,,,,,,,,,,,,,,
"1,3-DIPHENYLTRIAZENE","197,24","0,6227",845,"27,89","0,642","0,258",372,610,372,"9,74E-05","2,04E-01","19,4375",,,,,,,,,,,,,,,,,
p-AMINODIPHENYLAMINE,"184,241","0,694",867,"31,483","0,596","0,264","341,15","627,15","341,15","2,03E-06","1,88E-01","21,5061",,,,,,,,,,,,,,,,,
BENZIDINE,"184,241","0,7357",929,"32,568","0,596","0,255","401,15","674,85","401,15","2,34E-05","1,87E-01","22,3273",,,,,,,,,,,,,,,,,
HYDRAZOBENZENE,"184,241","0,68",792,"30,496","0,556","0,261","404,15",573,"404,15","2,38E-03","1,86E-01","19,5386",,,,,,,,,,,,,,,,,
ACRIDINE,"179,221","0,4383",905,"35,924","0,543","0,263","383,24","619,15","383,24","3,81E-04","1,67E-01","20,1813",,,,,,,,,,,,,,,,,
"N,N'-DIPHENYL-p-PHENYLENEDIAMINE","260,339","0,8761",906,"22,798","0,817","0,251",409,688,409,"1,70E-05","2,55E-01","19,6324",,,,,,,,,,,,,,,,,
ETHYLENEIMINE,"43,068","0,2007",537,"67,604","0,173","0,265","195,2",329,"195,2","9,58E-05","5,18E-02","24,6166",,,,,,,,,,,,,,,,,
ETHYLENEDIAMINE,"60,099","0,4724",593,"62,077","0,264","0,337","284,29","390,41","284,29","6,69E-03","6,73E-02","25,1982",,,,,,,,,,,,,,,,,
ALLYLAMINE,"57,095","0,3265",505,"51,024","0,247","0,304","184,95","326,45","184,95","4,54E-05","7,54E-02","19,9266",,,,,,,,,,,,,,,,,
PROPYLENEIMINE,"57,095","0,2566",529,"53,491","0,208","0,256",229,334,229,"3,86E-03","7,12E-02","20,4659",,,,,,,,,,,,,,,,,
"1,2-PROPANEDIAMINE","74,126","0,4738",587,"52,011","0,316","0,341","236,53","392,45","236,53","9,14E-05","8,66E-02","22,4318",,,,,,,,,,,,,,,,,
PYRROLE,"67,09","0,2976","639,75","64,446","0,23","0,282","249,74",403,"249,74","2,61E-04","6,95E-02","24,859",,,,,,,,,,,,,,,,,
PYRROLIDINE,"71,122","0,2668","568,55","55,366","0,249","0,296","215,31","359,72","215,31","1,65E-04","8,27E-02","20,5134",,,,,,,,,,,,,,,,,
PIPERAZINE,"86,137","0,4138",638,"54,577","0,31","0,323","379,15","419,15","379,15","2,60E-01","1,29E-01","17,962",,,,,,,,,,,,,,,,,
DIETHYLENE,TRIAMINE,"103,167","0,7002",676,"41,648","0,342","0,257","234,15","480,25","234,15","5,18E-07",0,"22,2122",,,,,,,,,,,,,,,,
N-METHYLPYRROLE,"81,117","0,2128",610,"47,076","0,283","0,266","216,91","385,89","216,91","4,01E-05","8,98E-02","20,6425",,,,,,,,,,,,,,,,,
N-METHYLPYRROLIDINE,"85,149","0,2258",550,"41,451","0,3","0,276","183,15","352,3","183,15","1,57E-05","1,07E-01","16,8633",,,,,,,,,,,,,,,,,
PIPERIDINE,"85,149","0,2428","594,05","45,9","0,308","0,29","262,65","379,55","262,65","5,23E-03","9,93E-02","18,9383",,,,,,,,,,,,,,,,,
DIALLYLAMINE,"97,16","0,4483",556,"32,766","0,392","0,282","184,75","384,15","184,75","3,02E-07","1,24E-01","17,8703",,,,,,,,,,,,,,,,,
TRIETHYLENEDIAMINE,"112,175","0,4602",655,"38,589","0,382","0,274","434,25","447,15","434,25","6,88E-01","1,48E-01","16,6337",,,,,,,,,,,,,,,,,
HEXAMETHYLENETETRAMINE,"140,188","0,2993",729,"36,319","0,402","0,244","553,15",482,"553,15","4,00E+00","1,58E-01","14,3854",,,,,,,,,,,,,,,,,
CYCLOHEXYLAMINE,"99,176","0,3604",615,"41,451","0,36","0,296","255,45","407,65","255,45","6,75E-04","1,15E-01","18,8281",,,,,,,,,,,,,,,,,
HEXAMETHYLENEIMINE,"99,176","0,3454",624,"42,142","0,361","0,297","236,15","411,15","236,15","4,82E-05","1,13E-01","19,09",,,,,,,,,,,,,,,,,
N-AMINOETHYL,PIPERAZINE,"129,205","0,5572",708,"37,997","0,407","0,266","254,15","493,55","254,15","6,86E-07",0,"21,5156",,,,,,,,,,,,,,,,
HEXAMETHYLENEDIAMINE,"116,207","0,6351",660,"32,47","0,475","0,285","313,95",473,"313,95","1,69E-03","1,37E-01","19,111",,,,,,,,,,,,,,,,,
TRIETHYLENE,TETRAMINE,"146,236","0,9735",718,"31,285","0,482","0,256","285,15","539,65","285,15","1,00E-07",0,"24,0431",,,,,,,,,,,,,,,,
N-METHYLCYCLOHEXYLAMINE,"113,203","0,3855",622,"34,444","0,393","0,265","264,65",422,"264,65","4,99E-04","1,31E-01","18,3474",,,,,,,,,,,,,,,,,
INDOLE,"117,15","0,3763",790,"42,438","0,35","0,282","326,15","526,15","326,15","3,11E-04","1,08E-01","23,4312",,,,,,,,,,,,,,,,,
TETRAETHYLENEPENTAMINE,"189,304","1,2365",774,"24,969","0,636","0,25",243,"606,15",243,"1,68E-14","1,90E-01","24,2365",,,,,,,,,,,,,,,,,
p-AMINOAZOBENZENE,"197,24","0,6345",877,"28,621","0,642","0,255",401,633,401,"2,36E-04","2,04E-01","19,7517",,,,,,,,,,,,,,,,,
DICYCLOHEXYLAMINE,"181,321","0,5133",737,"24,87","0,619","0,255","273,05",529,"273,05","3,81E-06","1,99E-01","17,1894",,,,,,,,,,,,,,,,,
DEHYDROABIETYLAMINE,"285,473","0,7415",863,"16,778","1,02","0,242","317,65",660,"317,65","6,09E-08","2,95E-01","17,604",,,,,,,,,,,,,,,,,
CYANOGEN,CHLORIDE,"61,47","0,3221",449,"59,117","0,163","0,262","266,65",286,"266,85","4,41E-01","2,8197","21,78",,,,,,,,,,,,,,,,
HYDROGEN,CYANIDE,"27,026","0,4099","456,65","53,195","0,139","0,197","259,91","298,85","259,833","1,84E-01","2,9796","24,81",,,,,,,,,,,,,,,,
ACETONITRILE,"41,053","0,3379","545,5","47,668","0,173","0,184","229,32","354,75","229,32","1,85E-03","5,29E-02","24,0497",,,,,,,,,,,,,,,,,
DICYANDIAMIDE,"84,081","0,8016",848,"52,702","0,329","0,249","482,65",601,"482,65","2,20E-02","1,10E-01","26,619",,,,,,,,,,,,,,,,,
CYANOGEN,"52,035","0,2785","400,15",59,"0,195","0,35","245,25",252,"245,25","7,24E-01","5,47E-02","19,7497",,,,,,,,,,,,,,,,,
MALONONITRILE,"66,062","0,5091",715,"39,872","0,248","0,169","304,9","491,5","304,99","5,00E-04","6,29E-02","28,4349",,,,,,,,,,,,,,,,,
ACRYLONITRILE,"53,064","0,3498",535,"44,214","0,212","0,214","189,63","350,5","189,63","3,63E-05","6,62E-02","21,5554",,,,,,,,,,,,,,,,,
PROPIONITRILE,"55,079","0,3243","564,4","41,253","0,229","0,204","180,26","370,5","180,26","1,67E-06","7,09E-02","21,7595",,,,,,,,,,,,,,,,,
SUCCINONITRILE,"80,089","0,5582",770,"34,937","0,3","0,166","331,3","540,15","331,16","1,21E-04","8,10E-02","27,0907",,,,,,,,,,,,,,,,,
cis-CROTONITRILE,"67,09","0,3787",568,"38,293","0,265","0,218","200,55","380,6","200,55","1,99E-05","8,19E-02","21,0882",,,,,,,,,,,,,,,,,
trans-CROTONITRILE,"67,09","0,3977",586,"38,293","0,282","0,225",222,"394,38",222,"6,87E-05","8,32E-02","21,28",,,,,,,,,,,,,,,,,
METHACRYLONITRILE,"67,09","0,3013",554,"38,293","0,265","0,223","237,35","363,45","237,35","2,65E-03","8,44E-02","19,094",,,,,,,,,,,,,,,,,
